ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
11033	Zur Kampagne „Erst fragen, dann fahren!	kampagne	1885	    2,037	0.0043	546.3333	german_de_news_2013_00992169
11034	Die Kampagne, sofort 110 zu wählen, soll zunächst in den Sozialen Medien starten.	kampagne	1885	    2,037	0.0043	609.5	german_de_news_2015_00325356
11035	Die Kampagne ist also absolut notwendig.“	kampagne	1885	    2,037	0.0043	889.8333	german_de_news_2015_00325341
11036	«Mit einer offenen Grenze, über die Waffen aus Russland kommen, geht das nicht.»	offenen	1886	    2,036	0.0043	368	german_de_news_2014_00674678
11037	Aus unserer Sicht befinden wir uns nach wie vor in offenen Verhandlungen.“	offenen	1886	    2,036	0.0043	501.25	german_de_news_2013_00094088
11038	Auch in der Koalition gab es offenen Streit.	offenen	1886	    2,036	0.0043	531.625	german_de_news_2013_00073605
11039	Natürlich Putin, und dass er irgendwann einen offenen Krieg erklärt.	offenen	1886	    2,036	0.0043	584.5	german_de_news_2014_00698355
11040	FOCUS Online zeigt die offenen Fälle.	offenen	1886	    2,036	0.0043	843	german_de_news_2014_00487071
11041	Es ist schön, dass sie so einen Abstand von dem Thema hat“, erklärt der 28-Jährige.	abstand	1887	    2,035	0.0043	256.6667	german_de_news_2014_00468434
11042	Heute würde man mehr Abstand halten“.	abstand	1887	    2,035	0.0043	451.1667	german_de_news_2015_00531654
11043	Der Abstand nach hinten ist auch nicht all zu groß.	abstand	1887	    2,035	0.0043	512.2	german_de_news_2014_00234499
11044	Für mich mit Abstand die beste Folge, wahrscheinlich sogar der gesamten Staffel.	abstand	1887	    2,035	0.0043	646.9167	german_de_news_2013_00527132
11045	Zwei Meter abstand mit 100 Km/h Alles schon erlebt.	abstand	1887	    2,035	0.0043	813.5556	german_de_news_2014_00967721
11046	So sieht die Wahrheit aus, auch wenn nicht alle können und haben, die Mehrheit schon!	wahrheit	1887	    2,035	0.0043	249.2857	german_de_news_2014_00801638
11047	Und zu lernen, dass seine Wahrheit nicht alles ist.	wahrheit	1887	    2,035	0.0043	378.3333	german_de_news_2013_00883053
11048	Aber die Wahrheit sieht häufig (noch) anders aus.	wahrheit	1887	    2,035	0.0043	456.75	german_de_news_2014_00011799
11049	In Wahrheit haben sie nämlich Angst davor, Fehler zu machen.	wahrheit	1887	    2,035	0.0043	589.9	german_de_news_2015_00599312
11050	Bringt dann die Demokratie die Wahrheit ans Licht?	wahrheit	1887	    2,035	0.0043	984.8571	german_de_news_2014_00131221
11051	Ab 19 Uhr sollte man nicht mehr aus dem Haus gehen – und wenn doch, kann man sich nur in seinem Bezirk frei bewegen.	bezirk	1888	    2,034	0.0043	293.1429	german_de_news_2013_00008592
11052	Für den 18. Bezirk (Bild) gilt das nicht.	bezirk	1888	    2,034	0.0043	357.4286	german_de_news_2013_00520328
11053	Der erste Bezirk ist als Zentrum der Stadt für alle Parteien besonders wichtig.	bezirk	1888	    2,034	0.0043	477.8333	german_de_news_2015_00245133
11054	Was ist los im Bezirk?	bezirk	1888	    2,034	0.0043	553.8	german_de_news_2015_00886878
11055	Die Kosten würde der Bezirk übernehmen.	bezirk	1888	    2,034	0.0043	605.6667	german_de_news_2014_00330050
11056	«Aber mittlerweile hat sich das gelegt und sie findet die Bilder auch schön.»	gelegt	1888	    2,034	0.0043	345	german_de_news_2013_00016835
11057	Er ist unsere neue Nummer 1. Ich möchte, dass darauf der Fokus gelegt wird.	gelegt	1888	    2,034	0.0043	448.0769	german_de_news_2013_00469058
11058	In meiner Familie wird sehr viel Wert auf Bildung gelegt.	gelegt	1888	    2,034	0.0043	570.7	german_de_news_2015_00591813
11059	Dort seien ihm die Gründe nahe gelegt worden.	gelegt	1888	    2,034	0.0043	630.75	german_de_news_2014_00399547
11060	Er fand, Angebote wurden gelegt.	gelegt	1888	    2,034	0.0043	881.6	german_de_news_2015_00437177
11061	Es ist keine schöne Welt, in der wir leben.	schöne	1889	    2,033	0.0043	270.2222	german_de_news_2014_00467685
11062	Wie ist das Gefühl, immer als die Schöne gesehen zu werden?	schöne	1889	    2,033	0.0043	378.2727	german_de_news_2014_00923842
11063	Es sind doch jetzt schon so viele schöne Sachen passiert, mit denen ich nie gerechnet hätte.	schöne	1889	    2,033	0.0043	460.5625	german_de_news_2015_00468248
11064	Und die Opposition, hat die mehr als schöne Worte zu bieten?	schöne	1889	    2,033	0.0043	583.9	german_de_news_2014_00843537
11065	Schöne Natur allein reicht nicht.	schöne	1889	    2,033	0.0043	1052.2	german_de_news_2014_00759139
11066	Die Mannschaft hatte sich wesentlich mehr von dem Spiel erwartet.	wesentlich	1890	    2,032	0.0043	319.4	german_de_news_2013_00351081
11067	Wir haben wesentlich besser gespielt als in den letzten Wochen.	wesentlich	1890	    2,032	0.0043	393.9	german_de_news_2014_00933211
11068	Europa braucht den Euro nicht, es hat vorher wesentlich besser funktioniert.	wesentlich	1890	    2,032	0.0043	491.4545	german_de_news_2013_00503902
11069	Das Auto lief heute wesentlich besser als gestern.	wesentlich	1890	    2,032	0.0043	603.75	german_de_news_2013_00167867
11070	Ihr Zustand hat sich wesentlich verbessert.	wesentlich	1890	    2,032	0.0043	925.6667	german_de_news_2013_00587879
11071	Wenn ja, wie könnte so etwas in Deutschland umgesetzt werden?	umgesetzt	1891	    2,031	0.0043	261.5	german_de_news_2013_00937932
11072	Wann und ob das Projekt umgesetzt wird, steht nicht fest.	umgesetzt	1891	    2,031	0.0043	408.9	german_de_news_2013_00916038
11073	Schon in diesem Jahr sollen Teile umgesetzt werden.	umgesetzt	1891	    2,031	0.0043	468.5	german_de_news_2014_00759555
11074	Aber es gebe eine Menge Pläne, die nun umgesetzt werden müssten.	umgesetzt	1891	    2,031	0.0043	559.5455	german_de_news_2013_00013845
11075	Außerdem wurden verschiedene Maßnahmen umgesetzt.	umgesetzt	1891	    2,031	0.0043	931.4	german_de_news_2013_00093334
11076	Weitere werden folgen, das wissen die Verantwortlichen bei der Stadt schon jetzt.	verantwortlichen	1891	    2,031	0.0043	277	german_de_news_2015_00894899
11077	Die verantwortlichen Unternehmen wollen davon nichts wissen.	verantwortlichen	1891	    2,031	0.0043	421.4286	german_de_news_2015_00375512
11078	Keiner der Verantwortlichen hat damals über ein Jahr hinaus gedacht.	verantwortlichen	1891	    2,031	0.0043	557.8	german_de_news_2015_00617012
11079	Die Verantwortlichen stehen früh schon fest, jedenfalls für den Leser.	verantwortlichen	1891	    2,031	0.0043	659	german_de_news_2015_00375510
11080	Die Verantwortlichen feiern ihren Klub.	verantwortlichen	1891	    2,031	0.0043	1042	german_de_news_2014_00378484
11081	Es ist nun mal wie in einem Keller.	keller	1892	    2,029	0.0043	273.875	german_de_news_2014_00468276
11082	Wo es noch Zinsen gibt Die Zinsen sind im Keller.	keller	1892	    2,029	0.0043	418.2222	german_de_news_2014_00942178
11083	Und der Keller sah aus wie unserer.	keller	1892	    2,029	0.0043	527.8571	german_de_news_2014_00842535
11084	Artikel und Kommentar von Christian Keller.	keller	1892	    2,029	0.0043	584.3333	german_de_news_2014_00065626
11085	Keller: „Keiner darf sich sicher fühlen.	keller	1892	    2,029	0.0043	892.3333	german_de_news_2013_00654792
11086	Und wenn sie mich fragen, ob dieser Besuch vor 15 Jahren hätte stattfinden können, dann muss ich Ihnen sagen: Nein.	stattfinden	1892	    2,029	0.0043	320.0526	german_de_news_2013_00881718
11087	Das erste Treffen der Gruppe soll Anfang Oktober stattfinden.	stattfinden	1892	    2,029	0.0043	442.4444	german_de_news_2013_00174719
11088	Wo die Gespräche stattfinden, steht noch nicht fest.	stattfinden	1892	    2,029	0.0043	494.375	german_de_news_2013_00971712
11089	Die Abstimmung könnte laut den Berichten bereits am Freitag stattfinden.	stattfinden	1892	    2,029	0.0043	553.2	german_de_news_2015_00285822
11090	Wann diese stattfinden soll, blieb vorerst offen.	stattfinden	1892	    2,029	0.0043	820.1429	german_de_news_2015_00880890
11091	Und er hat vor allem in den vergangenen fünf Jahren Porsche sehr erfolgreich geführt.	porsche	1893	    2,028	0.0043	330.7857	german_de_news_2015_00835488
11092	Es ist ein Porsche-Auto.	porsche	1893	    2,028	0.0043	460.6	german_de_news_2015_00462391
11093	Ich bin zu alt für nichts“, sagt Porsche-Chef Matthias Müller.	porsche	1893	    2,028	0.0043	561	german_de_news_2015_00542296
11094	Dann gehen wir den Porsche holen.	porsche	1893	    2,028	0.0043	634	german_de_news_2014_00158484
11095	Klingt nach irgendwie nach Porsche.	porsche	1893	    2,028	0.0043	1287.75	german_de_news_2013_00657754
11096	Er fragt sich, warum das nicht gegen die Schweiz der Fall sein soll.	fragt	1894	    2,027	0.0043	237.2308	german_de_news_2014_00441987
11097	Und fragt sich, was aus den Fotos wurde.	fragt	1894	    2,027	0.0043	372.75	german_de_news_2013_00873245
11098	Man fragt sich: Ist es jetzt nicht langsam genug?	fragt	1894	    2,027	0.0043	449	german_de_news_2014_00650991
11099	Er fragt sich: „Soll ich Gold kaufen?“	fragt	1894	    2,027	0.0043	561.7143	german_de_news_2013_00464256
11100	Der Arzt fragt: „Einen roten oder einen schwarzen?“	fragt	1894	    2,027	0.0043	981	german_de_news_2013_00242636
11101	Ich hier Arbeit, Kinder Schule“, sagt ein 37-Jähriger, der vor einem der Häuser steht.	häuser	1894	    2,027	0.0043	367.6154	german_de_news_2013_00577282
11102	Dort wurden auch die meisten Häuser verkauft.	häuser	1894	    2,027	0.0043	493	german_de_news_2014_00400541
11103	Angeblich ist etwa die Hälfte der Häuser bereits verkauft.	häuser	1894	    2,027	0.0043	555.1111	german_de_news_2015_00054544
11104	Immer mehr Wohnungen und Häuser sollen entstehen.	häuser	1894	    2,027	0.0043	740.2857	german_de_news_2014_00571644
11105	Keller und Häuser laufen voll Wasser.	häuser	1894	    2,027	0.0043	1043.6667	german_de_news_2014_00624238
11106	Ich sagte ihm dann, dass mir mein Geburtstag nicht so wichtig ist und dass er nicht zu kommen braucht.	geburtstag	1895	    2,026	0.0043	262.4706	german_de_news_2013_00580371
11107	Jetzt freuen wir uns auf das Finale», meinte der Trainer zwei Tage nach seinem 43. Geburtstag.	geburtstag	1895	    2,026	0.0043	439.4667	german_de_news_2013_00645181
11108	An meinem 70. Geburtstag haben sie mir die Möglichkeit gegeben, meinen zweiten Geburtstag zu feiern.	geburtstag	1895	    2,026	0.0043	567.7692	german_de_news_2013_00059224
11109	Ihr Sohn feiert künftig also am 29. August seinen Geburtstag.	geburtstag	1895	    2,026	0.0043	696.2222	german_de_news_2013_00587556
11110	Heute feiert der britische Schauspieler seinen 40. Geburtstag.	geburtstag	1895	    2,026	0.0043	991.2857	german_de_news_2014_00535768
11111	Da ist es gut, so einen Erfolg gefeiert zu haben.	gefeiert	1895	    2,026	0.0043	274.5	german_de_news_2013_00149789
11112	Da wird gefeiert - auch in Berlin.	gefeiert	1895	    2,026	0.0043	374.1667	german_de_news_2013_00219981
11113	Im September hätte sie mit ihrem Mann 50 Jahre Ehe gefeiert.	gefeiert	1895	    2,026	0.0043	461	german_de_news_2015_00569250
11114	Am Wochenende werden sie gefeiert.	gefeiert	1895	    2,026	0.0043	518.6	german_de_news_2013_00051260
11115	Haben Sie inzwischen Ihren Geburtstag gefeiert?	gefeiert	1895	    2,026	0.0043	748.6667	german_de_news_2015_00524034
11116	Wenn nicht, könnte man das noch anbieten.	anbieten	1896	    2,025	0.0043	318.1429	german_de_news_2014_00911180
11117	Er kann aber Deutschland auch schon Mittel für ein Programm anbieten.	anbieten	1896	    2,025	0.0043	360.5455	german_de_news_2014_00446697
11118	Ich möchte mich natürlich beim Trainer anbieten, ihm zeigen, dass ich eine Option bin.	anbieten	1896	    2,025	0.0043	467.3846	german_de_news_2014_00554897
11119	Im Fall der Fälle wolle man solche Mittel anbieten, sagt er.	anbieten	1896	    2,025	0.0043	568.3636	german_de_news_2014_00565599
11120	O2 will den Dienst künftig ebenfalls anbieten.	anbieten	1896	    2,025	0.0043	763.8571	german_de_news_2013_00750320
11121	Es sieht so aus, dass sie auch nicht reicht, um die Premier League wieder zu gewinnen.“	premier	1897	    2,024	0.0043	306.9375	german_de_news_2013_00497104
11122	Auf ihre Stimmen setzt der Premier, der Präsident werden will.	premier	1897	    2,024	0.0043	417.6667	german_de_news_2014_00085755
11123	Der Premier befindet sich derzeit auf Besuch in Deutschland.	premier	1897	    2,024	0.0043	519.5556	german_de_news_2015_00263568
11124	Premier League für unterwegs Sky-Kunden, die unterwegs sind, müssen natürlich nicht auf die Premier League verzichten.	premier	1897	    2,024	0.0043	560.7692	german_de_news_2015_00729731
11125	Europa verliert, wenn Reaktion an die Stelle von Strategie tritt“, sagte der Premier in seiner Botschaft.	premier	1897	    2,024	0.0043	688.5	german_de_news_2015_00474987
11126	Wir sind hier nicht genug damit gefahren, um sagen zu können, dass wir sie verwenden können.	verwenden	1897	    2,024	0.0043	334.5	german_de_news_2013_00966984
11127	Wie wollen Sie das Geld verwenden?	verwenden	1897	    2,024	0.0043	389.1667	german_de_news_2013_00957504
11128	Sie können verwenden, was sie wollen.	verwenden	1897	    2,024	0.0043	443.4	german_de_news_2013_00810609
11129	Was sie im Büro und unterwegs verwenden, stellt meist das Unternehmen.	verwenden	1897	    2,024	0.0043	548.1818	german_de_news_2013_00923971
11130	Manche Nutzer verwenden inzwischen sogar mehrere Cloud-Dienste gleichzeitig.	verwenden	1897	    2,024	0.0043	914.3333	german_de_news_2013_00679324
11131	Wir haben heuer auch wieder eine sehr gute Mannschaft, so ist es ja nicht.	heuer	1898	    2,023	0.0043	232.7143	german_de_news_2014_00932133
11132	Wir haben heuer so viel erreicht wie noch nie in unserer Karriere.	heuer	1898	    2,023	0.0043	394	german_de_news_2013_00962256
11133	Sie findet heuer am kommenden Freitag, 20. März, statt.	heuer	1898	    2,023	0.0043	482.875	german_de_news_2015_00768019
11134	Das Fest für Kunst und Kultur findet heuer bereits zum vierten Mal statt.	heuer	1898	    2,023	0.0043	566.9231	german_de_news_2013_00175448
11135	Ihr Unternehmen feiert heuer seinen 125-jährigen Geburtstag.	heuer	1898	    2,023	0.0043	916.1429	german_de_news_2013_00587662
11136	Es ist das erste Mal, dass Ebola in den USA von Mensch zu Mensch übertragen wurde.	ebola	1899	    2,022	0.0043	350.0667	german_de_news_2014_00465839
11137	Die größte Gefahr in Deutschland ist nicht Ebola.	ebola	1899	    2,022	0.0043	461.75	german_de_news_2014_00320234
11138	Keine Gefahr für Deutschland Ebola bedeutet für Deutschland kaum eine Gefahr.	ebola	1899	    2,022	0.0043	518.375	german_de_news_2014_00622813
11139	Der Besitzer sagte ihr: „Raus hier, du Ebola!	ebola	1899	    2,022	0.0043	757.5	german_de_news_2014_00238938
11140	Das Konzept gegen das Ebola-Risiko funktioniert.	ebola	1899	    2,022	0.0043	921.6667	german_de_news_2014_00188741
11141	Aber das ist auch im Theater nicht so einfach.	theater	1900	    2,021	0.0043	249.2222	german_de_news_2013_00011276
11142	Das hat nicht jedes Theater, aber dieses hat es.	theater	1900	    2,021	0.0043	362.625	german_de_news_2014_00179590
11143	Das war schon sehr nahe beim Theater.	theater	1900	    2,021	0.0043	457.5714	german_de_news_2015_00209927
11144	Die 27-Jährige spielt künftig Theater in London.	theater	1900	    2,021	0.0043	586.7143	german_de_news_2014_00285902
11145	Es gibt Tausende Gründe, weshalb jemand ins Theater geht.	theater	1900	    2,021	0.0043	885.3333	german_de_news_2014_00463571
11146	Dieser Mann ist von einer Frau nicht zu schlagen..	schlagen	1901	    2,020	0.0043	282.3333	german_de_news_2014_00359112
11147	Aber sie haben super gearbeitet und so konnten wir einen Gegner schlagen, gegen den seit einem Jahr keiner mehr gewonnen hatte.	schlagen	1901	    2,020	0.0043	402.6667	german_de_news_2014_00016086
11148	Was schlagen Sie statt dessen vor?	schlagen	1901	    2,020	0.0043	464.5	german_de_news_2014_00896366
11149	Oder die wollen nur ein bisschen Geld raus schlagen.	schlagen	1901	    2,020	0.0043	563.6667	german_de_news_2013_00754896
11150	Das lässt das Herz der Anhänger höher schlagen!	schlagen	1901	    2,020	0.0043	956.8571	german_de_news_2014_00189741
11151	Auch in Syrien weiß man noch nicht genau, wer und was nach Assad kommt.	assad	1902	    2,019	0.0043	270.1429	german_de_news_2015_00076377
11152	Es wird Zeit das China Druck Pro Assad macht.	assad	1902	    2,019	0.0043	404.2222	german_de_news_2013_00501901
11153	Assad geht es in jedem Fall darum, Zeit zu gewinnen.	assad	1902	    2,019	0.0043	457	german_de_news_2013_00064035
11154	Assad selbst wiederum hatte vor wenigen Tagen deutlich gemacht, dass er nicht an Rücktritt denke.	assad	1902	    2,019	0.0043	564.8667	german_de_news_2013_00064070
11155	Präsident Assad reagiert auf besondere Weise.	assad	1902	    2,019	0.0043	1063.5	german_de_news_2013_00768196
11156	Bisher ist allerdings noch nicht klar, wann die Tablets in Europa auf dem Markt kommen.	tablets	1902	    2,019	0.0043	291.6667	german_de_news_2013_00124753
11157	Dennoch lässt die Bedeutung der Tablets bereits wieder nach.	tablets	1902	    2,019	0.0043	467.1111	german_de_news_2014_00228595
11158	Leider zunächst einmal nur für Smartphones und Tablets.	tablets	1902	    2,019	0.0043	521.875	german_de_news_2015_00636466
11159	Eine Version für Tablets folgt Mitte des Jahres.	tablets	1902	    2,019	0.0043	618	german_de_news_2014_00422087
11160	Smartphones und Tablets übernehmen zunehmend PC-Aufgaben.	tablets	1902	    2,019	0.0043	1160.4286	german_de_news_2014_00790781
11161	Derzeit gehen wir davon aus, dass dieses Zeitraum vom 1. Juli bis inklusive 28. September sein wird.	inklusive	1903	    2,018	0.0043	393.4667	german_de_news_2014_00278839
11162	Alles andere ist dann inklusive..	inklusive	1903	    2,018	0.0043	459.4	german_de_news_2015_00031793
11163	Ich kann es nicht verstehen, warum sich viele Touristen aus Deutschland oder Österreich mehr als fünf Stunden ins Flugzeug setzen und dann die ganze Woche ihr All-inklusive-Hotel nicht verlassen.	inklusive	1903	    2,018	0.0043	468.5667	german_de_news_2015_00548237
11164	Re: In Österreich gibt es die APP inklusive..	inklusive	1903	    2,018	0.0043	484.125	german_de_news_2015_00736881
11165	Ich habe jeden daran erinnert, inklusive der Fahrer, dass Ferrari vor allem anderen kommt.	inklusive	1903	    2,018	0.0043	493.2857	german_de_news_2013_00575398
11166	Es soll unter anderem erklärt werden, wie ein Unternehmen gegründet werden kann.	gegründet	1904	    2,016	0.0043	279.5455	german_de_news_2014_00473386
11167	Vor einigen Jahren hat die Regierung das Projekt gegründet.	gegründet	1904	    2,016	0.0043	383.4444	german_de_news_2014_00883974
11168	Sie wurde vor 50 Jahren gegründet.	gegründet	1904	    2,016	0.0043	422.6	german_de_news_2014_00788912
11169	Im Dezember 2012 hatte sich eine Initiative von Eltern gegründet.	gegründet	1904	    2,016	0.0043	477.4444	german_de_news_2013_00589932
11170	O.E.L“ gegründet hat.	gegründet	1904	    2,016	0.0043	936	german_de_news_2015_00715446
11171	E-Mail* gültige E-Mail-Adresse fehlt Von der A320 ist nicht mehr viel zu sehen.	gültige	1905	    2,014	0.0043	348.5	german_de_news_2015_00432170
11172	Bitte geben Sie eine gültige E-Mail-Adresse ein.	gültige	1905	    2,014	0.0043	465	german_de_news_2014_00126699
11173	E-Mail* gültige E-Mail-Adresse fehlt Das waren noch Zeiten.	gültige	1905	    2,014	0.0043	574.4444	german_de_news_2014_00435410
11174	E-Mail* gültige E-Mail-Adresse fehlt So ändern die Zeiten.	gültige	1905	    2,014	0.0043	665	german_de_news_2015_00432147
11175	E-Mail* gültige E-Mail-Adresse fehlt Der Widerstand wächst.	gültige	1905	    2,014	0.0043	973.125	german_de_news_2014_00435460
11176	Bis vor Kurzem war sie so gut wie jeden Sonntag hier.	kurzem	1905	    2,014	0.0043	285.9091	german_de_news_2015_00125176
11177	Das Unternehmen ist erst seit kurzem an der Börse.	kurzem	1905	    2,014	0.0043	375.3333	german_de_news_2013_00210978
11178	Bis vor kurzem wurde über das Thema allerdings kaum gesprochen.	kurzem	1905	    2,014	0.0043	440.2	german_de_news_2013_00126542
11179	Wir hatten uns vor Kurzem bei meiner Ex-Frau getroffen.“	kurzem	1905	    2,014	0.0043	523.8	german_de_news_2013_00963872
11180	Die Verwaltung könne dann nicht mehr auf kurzem Wege wichtige Entscheidungen für die Stadt treffen.	kurzem	1905	    2,014	0.0043	677.5	german_de_news_2014_00380070
11181	Das Unternehmen ist am Ende und viele Mitarbeiter müssen sich neue Jobs suchen.	jobs	1906	    2,013	0.0043	299.2308	german_de_news_2014_00206978
11182	In einem Interview zeigte er die Richtung eines Apple ohne Jobs an: nach unten.	jobs	1906	    2,013	0.0043	423.2857	german_de_news_2013_00620745
11183	Vor allem Jobs müsse der Staat hier schaffen.	jobs	1906	    2,013	0.0043	506	german_de_news_2013_00907405
11184	Neue Jobs und das Kostenlos, immer her damit R*!	jobs	1906	    2,013	0.0043	616.2222	german_de_news_2013_00734361
11185	Tausende von Mitarbeitern verlieren ihre Jobs.	jobs	1906	    2,013	0.0043	1090	german_de_news_2015_00808754
11186	Heute ist fast jeder rund um die Uhr auf Sendung und im Einsatz.	sendung	1906	    2,013	0.0043	246.1538	german_de_news_2014_00536162
11187	Ich weiß gar nicht, wie viel Zuschauer die erste Sendung gesehen haben.	sendung	1906	    2,013	0.0043	401.25	german_de_news_2013_00582406
11188	Schon vor der ersten Sendung gibt es Theater um seine Gäste.	sendung	1906	    2,013	0.0043	458.9091	german_de_news_2013_00788516
11189	Wie hat Ihnen die Sendung gefallen?	sendung	1906	    2,013	0.0043	544.5	german_de_news_2014_00923393
11190	Die Sendung im startet automatisch und ist kostenlos.	sendung	1906	    2,013	0.0043	763.5	german_de_news_2013_00375135
11191	Und in dem Sinne ist das doch erfolgreich. 5. Es geht doch nicht um..	sinne	1906	    2,013	0.0043	260.6667	german_de_news_2014_00847206
11192	In dem Sinne also dennoch alles Gute!	sinne	1906	    2,013	0.0043	438.5714	german_de_news_2013_00607901
11193	Und sagte: „Ich habe dem Auto in dem Sinne einen Gefallen getan.“	sinne	1906	    2,013	0.0043	474	german_de_news_2013_00877749
11194	Das ist im Sinne der Schützen.	sinne	1906	    2,013	0.0043	553.6667	german_de_news_2013_00186943
11195	Ganz im Sinne (im Auftrag?	sinne	1906	    2,013	0.0043	878.5	german_de_news_2015_00504678
11196	Aber das werden wir bei Volkswagen auch.	volkswagen	1906	    2,013	0.0043	295.8571	german_de_news_2014_00010715
11197	Das teilte die Volkswagen AG am Freitag in Wolfsburg mit.	volkswagen	1906	    2,013	0.0043	522.9	german_de_news_2015_00204436
11198	Dennoch gab es für Volkswagen Grund zur Freude.	volkswagen	1906	    2,013	0.0043	580.75	german_de_news_2014_00228189
11199	Laufen Google und Apple bald BMW und Volkswagen den Rang ab?	volkswagen	1906	    2,013	0.0043	645.3	german_de_news_2015_00632038
11200	Letztlich wurde dann allerdings Porsche von Volkswagen übernommen.	volkswagen	1906	    2,013	0.0043	880	german_de_news_2013_00673270
11201	Und wenn man im Finale steht, kann man sich noch besser leiden.	leiden	1907	    2,012	0.0043	321	german_de_news_2013_00881602
11202	Wer als Mitarbeiter auf sie trifft, hat darunter zu leiden.	leiden	1907	    2,012	0.0043	414.2	german_de_news_2014_00913071
11203	Die Qualität der Informationen darf dabei jedoch nicht leiden.	leiden	1907	    2,012	0.0043	463.2222	german_de_news_2014_00346748
11204	Sie wollen sie leiden sehen.	leiden	1907	    2,012	0.0043	579.5	german_de_news_2015_00779336
